filename,width,height,class,xmin,ymin,xmax,ymax
00040.jpg,640,480,logo,309.0,11.0,347.0,51.0
00041.jpg,640,480,logo,503.0,28.0,529.0,79.0
00041.jpg,640,480,logo,397.0,17.0,440.0,57.0
00042.jpg,640,480,logo,488.0,28.0,536.0,67.0
00042.jpg,640,480,logo,598.0,42.0,628.0,96.0
00043.jpg,640,480,logo,530.0,31.0,558.0,83.0
00043.jpg,640,480,logo,424.0,18.0,468.0,59.0
00044.jpg,640,480,logo,420.0,20.0,445.0,68.0
00044.jpg,640,480,logo,318.0,10.0,358.0,53.0
00045.jpg,640,480,logo,337.0,15.0,360.0,62.0
00045.jpg,640,480,logo,237.0,8.0,277.0,48.0
00046.jpg,640,480,logo,203.0,10.0,227.0,56.0
00046.jpg,640,480,logo,102.0,8.0,145.0,48.0
00047.jpg,640,480,logo,115.0,11.0,141.0,57.0
00047.jpg,640,480,logo,14.0,13.0,60.0,54.0
00048.jpg,640,480,logo,14.0,17.0,42.0,62.0
00049.jpg,640,480,logo,200.0,10.0,223.0,53.0
00049.jpg,640,480,logo,97.0,8.0,143.0,50.0
00050.jpg,640,480,logo,243.0,11.0,265.0,56.0
00050.jpg,640,480,logo,140.0,8.0,186.0,48.0
00051.jpg,640,480,logo,571.0,40.0,617.0,82.0
00052.jpg,640,480,logo,343.0,15.0,364.0,62.0
00052.jpg,640,480,logo,241.0,8.0,280.0,48.0
00053.jpg,640,480,logo,324.0,14.0,346.0,60.0
00053.jpg,640,480,logo,221.0,6.0,264.0,48.0
00054.jpg,640,480,logo,270.0,13.0,292.0,57.0
00054.jpg,640,480,logo,169.0,6.0,209.0,47.0
00055.jpg,640,480,logo,186.0,10.0,210.0,56.0
00055.jpg,640,480,logo,87.0,8.0,128.0,50.0
00056.jpg,640,480,logo,138.0,10.0,163.0,54.0
00056.jpg,640,480,logo,38.0,11.0,80.0,53.0
00057.jpg,640,480,logo,101.0,11.0,127.0,55.0
00057.jpg,640,480,logo,1.0,14.0,44.0,56.0
00058.jpg,640,480,logo,538.0,53.0,595.0,102.0
00059.jpg,640,480,logo,577.0,59.0,634.0,105.0
00060.jpg,640,480,logo,597.0,65.0,640.0,112.0
00061.jpg,640,480,logo,437.0,28.0,482.0,67.0
00061.jpg,640,480,logo,545.0,40.0,572.0,96.0
00062.jpg,640,480,logo,466.0,36.0,491.0,88.0
00062.jpg,640,480,logo,360.0,24.0,405.0,66.0
00063.jpg,640,480,logo,417.0,34.0,438.0,86.0
00063.jpg,640,480,logo,309.0,24.0,352.0,66.0
00064.jpg,640,480,logo,329.0,33.0,352.0,83.0
00064.jpg,640,480,logo,220.0,26.0,266.0,69.0
00065.jpg,640,480,logo,257.0,34.0,281.0,88.0
00065.jpg,640,480,logo,148.0,27.0,193.0,72.0
00066.jpg,640,480,logo,272.0,33.0,294.0,86.0
00066.jpg,640,480,logo,160.0,28.0,209.0,71.0
00067.jpg,640,480,logo,206.0,35.0,232.0,82.0
00067.jpg,640,480,logo,93.0,30.0,143.0,76.0
00068.jpg,640,480,logo,123.0,39.0,149.0,88.0
00068.jpg,640,480,logo,7.0,41.0,58.0,86.0
00069.jpg,640,480,logo,24.0,51.0,52.0,100.0
00070.jpg,640,480,logo,328.0,4.0,346.0,48.0
00070.jpg,640,480,logo,235.0,1.0,274.0,35.0
00071.jpg,640,480,logo,383.0,4.0,424.0,44.0
00071.jpg,640,480,logo,481.0,14.0,500.0,65.0
00072.jpg,640,480,logo,492.0,13.0,536.0,54.0
00072.jpg,640,480,logo,593.0,31.0,617.0,82.0
00073.jpg,640,480,logo,514.0,17.0,560.0,57.0
00073.jpg,640,480,logo,616.0,35.0,640.0,87.0
00074.jpg,640,480,logo,547.0,22.0,594.0,60.0
00075.jpg,640,480,logo,590.0,30.0,637.0,68.0
00076.jpg,640,480,logo,573.0,26.0,619.0,64.0
00077.jpg,640,480,logo,482.0,14.0,526.0,51.0
00077.jpg,640,480,logo,583.0,30.0,606.0,79.0
00078.jpg,640,480,logo,411.0,8.0,452.0,43.0
00078.jpg,640,480,logo,509.0,19.0,530.0,66.0
00079.jpg,640,480,logo,371.0,4.0,410.0,41.0
00079.jpg,640,480,logo,466.0,14.0,487.0,61.0
00080.jpg,640,480,logo,293.0,1.0,333.0,36.0
00080.jpg,640,480,logo,387.0,9.0,406.0,54.0
00081.jpg,640,480,logo,303.0,4.0,320.0,47.0
00081.jpg,640,480,logo,208.0,1.0,248.0,34.0
00082.jpg,640,480,logo,113.0,1.0,155.0,36.0
00082.jpg,640,480,logo,206.0,2.0,226.0,44.0
00083.jpg,640,480,logo,43.0,2.0,83.0,38.0
00083.jpg,640,480,logo,137.0,2.0,155.0,44.0
00084.jpg,640,480,logo,84.0,4.0,105.0,43.0
00084.jpg,640,480,logo,1.0,3.0,34.0,43.0
00085.jpg,640,480,logo,196.0,259.0,247.0,365.0
00085.jpg,640,480,logo,1.0,237.0,74.0,326.0
00086.jpg,640,480,logo,289.0,236.0,330.0,340.0
00086.jpg,640,480,logo,85.0,208.0,176.0,285.0
00087.jpg,640,480,logo,393.0,233.0,429.0,340.0
00087.jpg,640,480,logo,199.0,195.0,279.0,264.0
00088.jpg,640,480,logo,242.0,191.0,318.0,257.0
00088.jpg,640,480,logo,429.0,230.0,466.0,342.0
00089.jpg,640,480,logo,316.0,194.0,392.0,256.0
00089.jpg,640,480,logo,505.0,239.0,545.0,354.0
00090.jpg,640,480,logo,378.0,195.0,457.0,254.0
00090.jpg,640,480,logo,566.0,245.0,612.0,359.0
00091.jpg,640,480,logo,361.0,165.0,433.0,224.0
00091.jpg,640,480,logo,535.0,203.0,576.0,308.0
00092.jpg,640,480,logo,470.0,171.0,550.0,233.0
00093.jpg,640,480,logo,535.0,176.0,621.0,243.0
00094.jpg,640,480,logo,183.0,196.0,220.0,285.0
00094.jpg,640,480,logo,1.0,171.0,83.0,251.0
00095.jpg,640,480,logo,81.0,205.0,125.0,299.0
00096.jpg,640,480,logo,20.0,213.0,70.0,304.0
00097.jpg,640,480,logo,169.0,194.0,209.0,286.0
00097.jpg,640,480,logo,1.0,171.0,67.0,252.0
00098.jpg,640,480,logo,83.0,166.0,166.0,235.0
00098.jpg,640,480,logo,268.0,189.0,302.0,281.0
00099.jpg,640,480,logo,266.0,189.0,300.0,281.0
00099.jpg,640,480,logo,85.0,166.0,166.0,238.0
00100.jpg,640,480,logo,207.0,159.0,279.0,224.0
00100.jpg,640,480,logo,381.0,191.0,413.0,284.0
00101.jpg,640,480,logo,412.0,168.0,486.0,225.0
00101.jpg,640,480,logo,587.0,213.0,631.0,321.0
00102.jpg,640,480,logo,537.0,181.0,626.0,248.0
00103.jpg,640,480,logo,378.0,278.0,424.0,402.0
00103.jpg,640,480,logo,163.0,238.0,254.0,316.0
00104.jpg,640,480,logo,96.0,240.0,194.0,322.0
00104.jpg,640,480,logo,319.0,275.0,363.0,394.0
00105.jpg,640,480,logo,29.0,248.0,132.0,331.0
00105.jpg,640,480,logo,258.0,276.0,305.0,388.0
00106.jpg,640,480,logo,235.0,277.0,283.0,391.0
00106.jpg,640,480,logo,6.0,250.0,107.0,335.0
00107.jpg,640,480,logo,111.0,288.0,169.0,397.0
00108.jpg,640,480,logo,30.0,297.0,95.0,404.0
00109.jpg,640,480,logo,31.0,300.0,94.0,405.0
00110.jpg,640,480,logo,1.0,300.0,60.0,402.0
00111.jpg,640,480,logo,1.0,252.0,53.0,334.0
00112.jpg,640,480,logo,109.0,248.0,169.0,345.0
00113.jpg,640,480,logo,211.0,261.0,264.0,368.0
00113.jpg,640,480,logo,1.0,241.0,81.0,333.0
00114.jpg,640,480,logo,97.0,254.0,190.0,339.0
00114.jpg,640,480,logo,324.0,286.0,376.0,403.0
00115.jpg,640,480,logo,259.0,288.0,354.0,369.0
00115.jpg,640,480,logo,497.0,348.0,567.0,480.0
00116.jpg,640,480,logo,184.0,268.0,276.0,354.0
00116.jpg,640,480,logo,415.0,312.0,476.0,448.0
00117.jpg,640,480,logo,343.0,317.0,445.0,393.0
00117.jpg,640,480,logo,593.0,394.0,639.0,480.0
00118.jpg,640,480,logo,413.0,348.0,524.0,422.0
00119.jpg,640,480,logo,493.0,387.0,616.0,459.0
00120.jpg,640,480,logo,535.0,410.0,638.0,480.0
00121.jpg,640,480,logo,503.0,385.0,629.0,468.0
00122.jpg,640,480,logo,436.0,309.0,543.0,386.0
00123.jpg,640,480,logo,289.0,231.0,373.0,302.0
00123.jpg,640,480,logo,498.0,279.0,548.0,413.0
00124.jpg,640,480,logo,363.0,266.0,457.0,334.0
00124.jpg,640,480,logo,588.0,341.0,639.0,480.0
00125.jpg,640,480,logo,364.0,222.0,406.0,327.0
00125.jpg,640,480,logo,169.0,192.0,248.0,265.0
00126.jpg,640,480,logo,214.0,190.0,260.0,279.0
00126.jpg,640,480,logo,25.0,177.0,105.0,252.0
00127.jpg,640,480,logo,77.0,182.0,128.0,262.0
00128.jpg,640,480,logo,3.0,179.0,59.0,259.0
00129.jpg,640,480,logo,95.0,159.0,157.0,230.0
00130.jpg,640,480,logo,175.0,175.0,243.0,251.0
00130.jpg,640,480,logo,363.0,185.0,417.0,271.0
00131.jpg,640,480,logo,265.0,171.0,317.0,251.0
00131.jpg,640,480,logo,78.0,167.0,149.0,244.0
00132.jpg,640,480,logo,308.0,197.0,375.0,270.0
00132.jpg,640,480,logo,504.0,218.0,570.0,318.0
00133.jpg,640,480,logo,358.0,206.0,431.0,284.0
00133.jpg,640,480,logo,559.0,237.0,634.0,346.0
00134.jpg,640,480,logo,441.0,231.0,521.0,307.0
00135.jpg,640,480,logo,562.0,275.0,640.0,349.0
00136.jpg,640,480,logo,466.0,199.0,525.0,295.0
00136.jpg,640,480,logo,280.0,177.0,349.0,248.0
00137.jpg,640,480,logo,333.0,174.0,380.0,254.0
00137.jpg,640,480,logo,149.0,160.0,219.0,231.0
00138.jpg,640,480,logo,227.0,154.0,276.0,233.0
00138.jpg,640,480,logo,47.0,151.0,119.0,225.0
00139.jpg,640,480,logo,66.0,145.0,120.0,216.0
00140.jpg,640,480,logo,1.0,150.0,50.0,215.0
00141.jpg,640,480,logo,194.0,150.0,243.0,225.0
00141.jpg,640,480,logo,13.0,148.0,89.0,223.0
00142.jpg,640,480,logo,333.0,162.0,374.0,250.0
00142.jpg,640,480,logo,158.0,144.0,231.0,210.0
00143.jpg,640,480,logo,232.0,156.0,276.0,237.0
00143.jpg,640,480,logo,52.0,145.0,128.0,219.0
00144.jpg,640,480,logo,217.0,154.0,260.0,234.0
00144.jpg,640,480,logo,38.0,145.0,112.0,217.0
00145.jpg,640,480,logo,360.0,156.0,400.0,242.0
00145.jpg,640,480,logo,193.0,137.0,261.0,201.0
00146.jpg,640,480,logo,289.0,133.0,355.0,196.0
00146.jpg,640,480,logo,451.0,159.0,494.0,247.0
00147.jpg,640,480,logo,349.0,127.0,416.0,186.0
00147.jpg,640,480,logo,509.0,156.0,551.0,246.0
00148.jpg,640,480,logo,428.0,129.0,500.0,188.0
00148.jpg,640,480,logo,584.0,171.0,626.0,262.0
00149.jpg,640,480,logo,526.0,145.0,559.0,233.0
00149.jpg,640,480,logo,374.0,114.0,444.0,169.0
00150.jpg,640,480,logo,497.0,141.0,571.0,202.0
00151.jpg,640,480,logo,532.0,119.0,596.0,176.0
00152.jpg,640,480,logo,405.0,91.0,463.0,144.0
00152.jpg,640,480,logo,551.0,109.0,599.0,185.0
00153.jpg,640,480,logo,289.0,77.0,343.0,133.0
00153.jpg,640,480,logo,426.0,88.0,467.0,157.0
00154.jpg,640,480,logo,340.0,77.0,376.0,140.0
00154.jpg,640,480,logo,203.0,70.0,257.0,125.0
00155.jpg,640,480,logo,254.0,71.0,291.0,131.0
00155.jpg,640,480,logo,119.0,68.0,172.0,122.0
00156.jpg,640,480,logo,180.0,68.0,216.0,127.0
00156.jpg,640,480,logo,45.0,68.0,98.0,123.0
00157.jpg,640,480,logo,215.0,70.0,250.0,128.0
00157.jpg,640,480,logo,79.0,69.0,134.0,125.0
00158.jpg,640,480,logo,150.0,68.0,189.0,125.0
00158.jpg,640,480,logo,16.0,70.0,70.0,127.0
00159.jpg,640,480,logo,35.0,72.0,78.0,127.0
00160.jpg,640,480,logo,377.0,59.0,428.0,108.0
00160.jpg,640,480,logo,506.0,74.0,540.0,138.0
00161.jpg,640,480,logo,188.0,45.0,239.0,93.0
00161.jpg,640,480,logo,311.0,52.0,340.0,105.0
00162.jpg,640,480,logo,193.0,47.0,224.0,99.0
00162.jpg,640,480,logo,72.0,45.0,121.0,93.0
00163.jpg,640,480,logo,105.0,48.0,138.0,98.0
00163.jpg,640,480,logo,1.0,46.0,36.0,97.0
00164.jpg,640,480,logo,376.0,57.0,427.0,105.0
00164.jpg,640,480,logo,503.0,72.0,539.0,135.0
00165.jpg,640,480,logo,493.0,71.0,548.0,121.0
00166.jpg,640,480,logo,400.0,61.0,450.0,108.0
00166.jpg,640,480,logo,527.0,76.0,565.0,138.0
00167.jpg,640,480,logo,282.0,52.0,332.0,98.0
00167.jpg,640,480,logo,403.0,61.0,436.0,119.0
00168.jpg,640,480,logo,340.0,54.0,393.0,102.0
00168.jpg,640,480,logo,464.0,67.0,499.0,128.0
00169.jpg,640,480,logo,239.0,48.0,289.0,94.0
00169.jpg,640,480,logo,360.0,56.0,390.0,114.0
00170.jpg,640,480,logo,200.0,46.0,246.0,94.0
00170.jpg,640,480,logo,320.0,53.0,350.0,108.0
00171.jpg,640,480,logo,139.0,45.0,190.0,93.0
00171.jpg,640,480,logo,260.0,49.0,289.0,105.0
00172.jpg,640,480,logo,187.0,47.0,220.0,100.0
00172.jpg,640,480,logo,67.0,45.0,117.0,93.0
00173.jpg,640,480,logo,146.0,48.0,177.0,99.0
00173.jpg,640,480,logo,26.0,48.0,77.0,97.0
00174.jpg,640,480,logo,46.0,51.0,82.0,102.0
00175.jpg,640,480,logo,17.0,54.0,52.0,103.0
00176.jpg,640,480,logo,254.0,26.0,300.0,71.0
00176.jpg,640,480,logo,363.0,34.0,388.0,88.0
00177.jpg,640,480,logo,314.0,26.0,347.0,74.0
00177.jpg,640,480,logo,205.0,25.0,246.0,69.0
00178.jpg,640,480,logo,220.0,24.0,249.0,68.0
00178.jpg,640,480,logo,107.0,22.0,151.0,69.0
00179.jpg,640,480,logo,129.0,23.0,163.0,69.0
00179.jpg,640,480,logo,20.0,28.0,62.0,73.0
00180.jpg,640,480,logo,29.0,28.0,62.0,72.0
00181.jpg,640,480,logo,1.0,31.0,35.0,74.0
00182.jpg,640,480,logo,58.0,27.0,93.0,70.0
00183.jpg,640,480,logo,1.0,27.0,38.0,74.0
00183.jpg,640,480,logo,105.0,23.0,140.0,68.0
00184.jpg,640,480,logo,142.0,22.0,175.0,68.0
00184.jpg,640,480,logo,31.0,27.0,75.0,71.0
00185.jpg,640,480,logo,180.0,22.0,212.0,68.0
00185.jpg,640,480,logo,69.0,26.0,115.0,70.0
00186.jpg,640,480,logo,225.0,24.0,255.0,69.0
00186.jpg,640,480,logo,115.0,23.0,157.0,68.0
00187.jpg,640,480,logo,281.0,24.0,312.0,72.0
00187.jpg,640,480,logo,171.0,23.0,212.0,65.0
00188.jpg,640,480,logo,306.0,25.0,337.0,73.0
00188.jpg,640,480,logo,197.0,23.0,237.0,67.0
00189.jpg,640,480,logo,404.0,33.0,435.0,82.0
00189.jpg,640,480,logo,292.0,27.0,332.0,72.0
00190.jpg,640,480,logo,400.0,34.0,436.0,82.0
00190.jpg,640,480,logo,292.0,26.0,332.0,72.0
00191.jpg,640,480,logo,501.0,44.0,537.0,97.0
00191.jpg,640,480,logo,386.0,33.0,429.0,77.0
00192.jpg,640,480,logo,543.0,49.0,582.0,105.0
00192.jpg,640,480,logo,426.0,39.0,472.0,82.0
00193.jpg,640,480,logo,492.0,46.0,540.0,94.0
00194.jpg,640,480,logo,532.0,52.0,581.0,99.0
00195.jpg,640,480,logo,532.0,52.0,580.0,98.0
00196.jpg,640,480,logo,548.0,56.0,597.0,101.0
00197.jpg,640,480,logo,539.0,65.0,586.0,117.0
00198.jpg,640,480,logo,483.0,57.0,527.0,107.0
00199.jpg,640,480,logo,440.0,51.0,483.0,100.0
00199.jpg,640,480,logo,561.0,62.0,603.0,115.0
00200.jpg,640,480,logo,383.0,45.0,426.0,91.0
00200.jpg,640,480,logo,499.0,52.0,544.0,105.0
00201.jpg,640,480,logo,423.0,42.0,463.0,95.0
00201.jpg,640,480,logo,309.0,38.0,348.0,87.0
00202.jpg,640,480,logo,369.0,37.0,406.0,89.0
00202.jpg,640,480,logo,256.0,35.0,294.0,82.0
00203.jpg,640,480,logo,309.0,33.0,344.0,84.0
00203.jpg,640,480,logo,197.0,34.0,234.0,82.0
00204.jpg,640,480,logo,240.0,31.0,276.0,77.0
00204.jpg,640,480,logo,126.0,34.0,168.0,81.0
00205.jpg,640,480,logo,174.0,28.0,212.0,76.0
00205.jpg,640,480,logo,60.0,34.0,103.0,83.0
00206.jpg,640,480,logo,143.0,28.0,180.0,77.0
00206.jpg,640,480,logo,27.0,35.0,69.0,85.0
00207.jpg,640,480,logo,109.0,30.0,149.0,77.0
00207.jpg,640,480,logo,1.0,35.0,37.0,90.0
00208.jpg,640,480,logo,49.0,32.0,92.0,77.0
00209.jpg,640,480,logo,9.0,35.0,52.0,79.0
00210.jpg,640,480,logo,29.0,34.0,70.0,77.0
00211.jpg,640,480,logo,115.0,28.0,154.0,75.0
00211.jpg,640,480,logo,3.0,35.0,45.0,88.0
00212.jpg,640,480,logo,205.0,28.0,243.0,75.0
00212.jpg,640,480,logo,93.0,32.0,135.0,82.0
00213.jpg,640,480,logo,282.0,31.0,320.0,79.0
00213.jpg,640,480,logo,170.0,31.0,208.0,80.0
00214.jpg,640,480,logo,279.0,31.0,317.0,79.0
00214.jpg,640,480,logo,167.0,32.0,207.0,79.0
00215.jpg,640,480,logo,377.0,36.0,416.0,89.0
00215.jpg,640,480,logo,263.0,34.0,303.0,82.0
00216.jpg,640,480,logo,421.0,42.0,463.0,96.0
00216.jpg,640,480,logo,309.0,38.0,347.0,85.0
00217.jpg,640,480,logo,484.0,49.0,529.0,105.0
00217.jpg,640,480,logo,369.0,42.0,409.0,91.0
00218.jpg,640,480,logo,466.0,54.0,511.0,103.0
00218.jpg,640,480,logo,589.0,65.0,636.0,124.0
00219.jpg,640,480,logo,417.0,48.0,457.0,95.0
00219.jpg,640,480,logo,537.0,56.0,580.0,111.0
00220.jpg,640,480,logo,532.0,63.0,579.0,114.0
00221.jpg,640,480,logo,573.0,71.0,622.0,120.0
00222.jpg,640,480,logo,474.0,48.0,520.0,101.0
00222.jpg,640,480,logo,359.0,42.0,399.0,91.0
00223.jpg,640,480,logo,313.0,19.0,348.0,67.0
00223.jpg,640,480,logo,206.0,19.0,246.0,64.0
00224.jpg,640,480,logo,419.0,26.0,455.0,75.0
00224.jpg,640,480,logo,310.0,21.0,350.0,66.0
00225.jpg,640,480,logo,462.0,36.0,505.0,82.0
00225.jpg,640,480,logo,579.0,47.0,620.0,105.0
00226.jpg,640,480,logo,377.0,28.0,423.0,71.0
00226.jpg,640,480,logo,492.0,34.0,532.0,87.0
00227.jpg,640,480,logo,555.0,51.0,606.0,95.0
00228.jpg,640,480,logo,594.0,59.0,640.0,105.0
00229.jpg,640,480,logo,499.0,43.0,544.0,87.0
00229.jpg,640,480,logo,617.0,57.0,640.0,105.0
00230.jpg,640,480,logo,522.0,41.0,563.0,94.0
00230.jpg,640,480,logo,409.0,31.0,455.0,77.0
00231.jpg,640,480,logo,319.0,20.0,352.0,68.0
00231.jpg,640,480,logo,211.0,19.0,252.0,62.0
00232.jpg,640,480,logo,426.0,28.0,463.0,78.0
00232.jpg,640,480,logo,317.0,23.0,357.0,68.0
00233.jpg,640,480,logo,202.0,16.0,237.0,62.0
00233.jpg,640,480,logo,95.0,19.0,138.0,65.0
00234.jpg,640,480,logo,100.0,17.0,137.0,61.0
00234.jpg,640,480,logo,1.0,23.0,40.0,70.0
00235.jpg,640,480,logo,52.0,20.0,88.0,65.0
00236.jpg,640,480,logo,3.0,24.0,41.0,66.0
00237.jpg,640,480,logo,229.0,139.0,288.0,211.0
00237.jpg,640,480,logo,59.0,151.0,120.0,228.0
00238.jpg,640,480,logo,337.0,153.0,397.0,228.0
00238.jpg,640,480,logo,162.0,155.0,224.0,235.0
00239.jpg,640,480,logo,406.0,166.0,476.0,248.0
00239.jpg,640,480,logo,234.0,162.0,294.0,241.0
00240.jpg,640,480,logo,470.0,179.0,546.0,265.0
00240.jpg,640,480,logo,297.0,173.0,357.0,250.0
00241.jpg,640,480,logo,375.0,188.0,434.0,268.0
00241.jpg,640,480,logo,560.0,203.0,638.0,297.0
00242.jpg,640,480,logo,523.0,232.0,598.0,311.0
00243.jpg,640,480,logo,452.0,210.0,520.0,288.0
00244.jpg,640,480,logo,554.0,243.0,634.0,326.0
00245.jpg,640,480,logo,580.0,259.0,640.0,334.0
00246.jpg,640,480,logo,412.0,167.0,483.0,247.0
00246.jpg,640,480,logo,240.0,163.0,299.0,242.0
00247.jpg,640,480,logo,274.0,144.0,332.0,217.0
00247.jpg,640,480,logo,101.0,152.0,165.0,231.0
00248.jpg,640,480,logo,144.0,135.0,206.0,200.0
00248.jpg,640,480,logo,1.0,147.0,38.0,222.0
00249.jpg,640,480,logo,209.0,138.0,270.0,207.0
00249.jpg,640,480,logo,40.0,148.0,103.0,230.0
00250.jpg,640,480,logo,49.0,135.0,117.0,196.0
00251.jpg,640,480,logo,5.0,136.0,72.0,197.0
00252.jpg,640,480,logo,1.0,138.0,65.0,196.0
00253.jpg,640,480,logo,203.0,243.0,277.0,331.0
00253.jpg,640,480,logo,1.0,248.0,63.0,353.0
00254.jpg,640,480,logo,274.0,256.0,346.0,351.0
00254.jpg,640,480,logo,40.0,257.0,132.0,359.0
00255.jpg,640,480,logo,379.0,278.0,458.0,391.0
00255.jpg,640,480,logo,144.0,271.0,229.0,373.0
00256.jpg,640,480,logo,452.0,306.0,541.0,430.0
00256.jpg,640,480,logo,214.0,287.0,295.0,387.0
00257.jpg,640,480,logo,280.0,308.0,366.0,409.0
00257.jpg,640,480,logo,529.0,337.0,629.0,468.0
00258.jpg,640,480,logo,386.0,351.0,481.0,447.0
00259.jpg,640,480,logo,431.0,371.0,529.0,467.0
00260.jpg,640,480,logo,406.0,289.0,487.0,403.0
00260.jpg,640,480,logo,170.0,278.0,253.0,377.0
00261.jpg,640,480,logo,274.0,254.0,346.0,353.0
00261.jpg,640,480,logo,45.0,257.0,132.0,360.0
00262.jpg,640,480,logo,149.0,236.0,224.0,323.0
00263.jpg,640,480,logo,100.0,231.0,178.0,318.0
00264.jpg,640,480,logo,1.0,228.0,80.0,303.0
00265.jpg,640,480,logo,109.0,232.0,186.0,314.0
00266.jpg,640,480,logo,412.0,297.0,500.0,411.0
00266.jpg,640,480,logo,177.0,282.0,265.0,382.0
00267.jpg,640,480,logo,292.0,388.0,383.0,480.0
00267.jpg,640,480,logo,2.0,374.0,118.0,480.0
00268.jpg,640,480,logo,272.0,368.0,354.0,480.0
00268.jpg,640,480,logo,1.0,349.0,108.0,465.0
00269.jpg,640,480,logo,153.0,331.0,233.0,445.0
00270.jpg,640,480,logo,51.0,317.0,140.0,419.0
00271.jpg,640,480,logo,286.0,371.0,363.0,480.0
00271.jpg,640,480,logo,3.0,348.0,123.0,465.0
00272.jpg,640,480,peanut,229.0,217.0,256.0,231.0
00272.jpg,640,480,peanut,74.0,171.0,89.0,188.0
00273.jpg,640,480,peanut,229.0,215.0,255.0,233.0
00273.jpg,640,480,peanut,74.0,171.0,91.0,188.0
00273.jpg,640,480,peanut,26.0,268.0,54.0,282.0
00274.jpg,640,480,peanut,228.0,217.0,254.0,231.0
00274.jpg,640,480,peanut,149.0,200.0,172.0,215.0
00274.jpg,640,480,peanut,27.0,269.0,53.0,283.0
00275.jpg,640,480,peanut,263.0,259.0,292.0,272.0
00275.jpg,640,480,peanut,47.0,177.0,65.0,191.0
00275.jpg,640,480,peanut,26.0,268.0,54.0,283.0
00276.jpg,640,480,peanut,246.0,305.0,275.0,320.0
00276.jpg,640,480,peanut,377.0,353.0,415.0,372.0
00276.jpg,640,480,peanut,26.0,268.0,54.0,283.0
00277.jpg,640,480,peanut,59.0,319.0,90.0,335.0
00277.jpg,640,480,peanut,246.0,304.0,276.0,321.0
00277.jpg,640,480,peanut,377.0,354.0,413.0,370.0
00278.jpg,640,480,peanut,290.0,333.0,320.0,355.0
00278.jpg,640,480,peanut,3.0,414.0,39.0,432.0
